ID,bounding_box,future_bounding_box,scenefolderpath,filename,crossing_obs,crossing_true,label
70.0,"[[1346.5, 667.5, 47.0, 97.0], [1348.5, 666.5, 49.0, 95.0], [1351.5, 666.0, 51.0, 94.0], [1354.0, 664.5, 52.0, 93.0], [1357.0, 664.0, 54.0, 92.0], [1358.0, 663.5, 54.0, 91.0], [1360.5, 662.5, 55.0, 93.0], [1362.5, 660.5, 55.0, 95.0], [1365.0, 659.5, 56.0, 97.0], [1366.0, 658.5, 56.0, 99.0], [1368.5, 658.0, 57.0, 100.0], [1370.5, 659.5, 57.0, 101.0], [1373.5, 660.0, 57.0, 102.0], [1375.5, 661.0, 57.0, 104.0], [1377.5, 660.5, 57.0, 105.0], [1379.5, 660.0, 57.0, 106.0]]","[[1381.5, 659.5, 57.0, 107.0], [1384.5, 660.0, 57.0, 108.0], [1386.5, 659.5, 57.0, 109.0], [1388.5, 660.0, 57.0, 110.0], [1390.5, 660.5, 57.0, 111.0], [1392.5, 660.5, 57.0, 111.0], [1394.5, 661.0, 57.0, 112.0], [1396.5, 662.5, 57.0, 113.0], [1398.5, 663.0, 57.0, 114.0], [1400.5, 664.5, 57.0, 115.0], [1402.5, 666.0, 57.0, 116.0], [1404.0, 667.5, 56.0, 117.0], [1406.0, 670.0, 56.0, 118.0], [1408.0, 670.5, 56.0, 119.0], [1410.0, 672.0, 56.0, 120.0], [1412.0, 672.5, 56.0, 121.0]]","['../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132']","['00000.png', '00001.png', '00002.png', '00003.png', '00004.png', '00005.png', '00006.png', '00007.png', '00008.png', '00009.png', '00010.png', '00011.png', '00012.png', '00013.png', '00014.png', '00015.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
70.0,"[[1381.5, 659.5, 57.0, 107.0], [1384.5, 660.0, 57.0, 108.0], [1386.5, 659.5, 57.0, 109.0], [1388.5, 660.0, 57.0, 110.0], [1390.5, 660.5, 57.0, 111.0], [1392.5, 660.5, 57.0, 111.0], [1394.5, 661.0, 57.0, 112.0], [1396.5, 662.5, 57.0, 113.0], [1398.5, 663.0, 57.0, 114.0], [1400.5, 664.5, 57.0, 115.0], [1402.5, 666.0, 57.0, 116.0], [1404.0, 667.5, 56.0, 117.0], [1406.0, 670.0, 56.0, 118.0], [1408.0, 670.5, 56.0, 119.0], [1410.0, 672.0, 56.0, 120.0], [1412.0, 672.5, 56.0, 121.0]]","[[1413.0, 673.0, 56.0, 122.0], [1415.0, 674.5, 56.0, 123.0], [1417.0, 675.0, 56.0, 124.0], [1418.0, 675.5, 56.0, 125.0], [1420.5, 676.0, 57.0, 126.0], [1424.0, 676.0, 58.0, 126.0], [1426.0, 676.5, 58.0, 127.0], [1429.5, 677.0, 59.0, 128.0], [1431.5, 677.5, 59.0, 129.0], [1435.0, 678.0, 60.0, 130.0], [1437.5, 678.0, 61.0, 130.0], [1439.5, 678.5, 61.0, 131.0], [1442.0, 679.0, 62.0, 132.0], [1444.0, 675.5, 62.0, 125.0], [1445.5, 675.0, 63.0, 126.0], [1447.5, 675.5, 65.0, 127.0]]","['../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132']","['00016.png', '00017.png', '00018.png', '00019.png', '00020.png', '00021.png', '00022.png', '00023.png', '00024.png', '00025.png', '00026.png', '00027.png', '00028.png', '00029.png', '00030.png', '00031.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
70.0,"[[1413.0, 673.0, 56.0, 122.0], [1415.0, 674.5, 56.0, 123.0], [1417.0, 675.0, 56.0, 124.0], [1418.0, 675.5, 56.0, 125.0], [1420.5, 676.0, 57.0, 126.0], [1424.0, 676.0, 58.0, 126.0], [1426.0, 676.5, 58.0, 127.0], [1429.5, 677.0, 59.0, 128.0], [1431.5, 677.5, 59.0, 129.0], [1435.0, 678.0, 60.0, 130.0], [1437.5, 678.0, 61.0, 130.0], [1439.5, 678.5, 61.0, 131.0], [1442.0, 679.0, 62.0, 132.0], [1444.0, 675.5, 62.0, 125.0], [1445.5, 675.0, 63.0, 126.0], [1447.5, 675.5, 65.0, 127.0]]","[[1449.0, 676.0, 66.0, 128.0], [1451.5, 675.5, 67.0, 129.0], [1453.0, 676.0, 68.0, 130.0], [1454.5, 677.0, 69.0, 132.0], [1456.5, 676.5, 71.0, 133.0], [1458.0, 677.0, 72.0, 134.0], [1459.5, 676.5, 73.0, 135.0], [1461.0, 677.0, 74.0, 136.0], [1463.5, 677.5, 75.0, 137.0], [1465.0, 677.0, 76.0, 138.0], [1467.0, 677.5, 78.0, 139.0], [1468.5, 678.0, 79.0, 140.0], [1470.0, 678.0, 80.0, 142.0], [1478.5, 680.0, 73.0, 146.0], [1480.0, 679.5, 74.0, 147.0], [1481.5, 680.0, 75.0, 148.0]]","['../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132']","['00032.png', '00033.png', '00034.png', '00035.png', '00036.png', '00037.png', '00038.png', '00039.png', '00040.png', '00041.png', '00042.png', '00043.png', '00044.png', '00045.png', '00046.png', '00047.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
70.0,"[[1449.0, 676.0, 66.0, 128.0], [1451.5, 675.5, 67.0, 129.0], [1453.0, 676.0, 68.0, 130.0], [1454.5, 677.0, 69.0, 132.0], [1456.5, 676.5, 71.0, 133.0], [1458.0, 677.0, 72.0, 134.0], [1459.5, 676.5, 73.0, 135.0], [1461.0, 677.0, 74.0, 136.0], [1463.5, 677.5, 75.0, 137.0], [1465.0, 677.0, 76.0, 138.0], [1467.0, 677.5, 78.0, 139.0], [1468.5, 678.0, 79.0, 140.0], [1470.0, 678.0, 80.0, 142.0], [1478.5, 680.0, 73.0, 146.0], [1480.0, 679.5, 74.0, 147.0], [1481.5, 680.0, 75.0, 148.0]]","[[1482.5, 679.5, 75.0, 149.0], [1483.0, 680.0, 76.0, 150.0], [1483.5, 680.5, 77.0, 151.0], [1484.5, 680.0, 79.0, 152.0], [1485.5, 680.5, 81.0, 153.0], [1478.5, 681.0, 67.0, 154.0], [1480.5, 680.5, 71.0, 155.0], [1482.5, 681.0, 75.0, 156.0], [1484.5, 681.5, 79.0, 157.0], [1486.0, 681.0, 82.0, 158.0], [1487.5, 681.5, 85.0, 159.0], [1489.0, 682.0, 88.0, 160.0], [1490.0, 681.5, 90.0, 161.0], [1491.5, 682.5, 93.0, 163.0], [1492.0, 683.0, 94.0, 164.0], [1492.0, 682.5, 96.0, 165.0]]","['../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132']","['00048.png', '00049.png', '00050.png', '00051.png', '00052.png', '00053.png', '00054.png', '00055.png', '00056.png', '00057.png', '00058.png', '00059.png', '00060.png', '00061.png', '00062.png', '00063.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
70.0,"[[1482.5, 679.5, 75.0, 149.0], [1483.0, 680.0, 76.0, 150.0], [1483.5, 680.5, 77.0, 151.0], [1484.5, 680.0, 79.0, 152.0], [1485.5, 680.5, 81.0, 153.0], [1478.5, 681.0, 67.0, 154.0], [1480.5, 680.5, 71.0, 155.0], [1482.5, 681.0, 75.0, 156.0], [1484.5, 681.5, 79.0, 157.0], [1486.0, 681.0, 82.0, 158.0], [1487.5, 681.5, 85.0, 159.0], [1489.0, 682.0, 88.0, 160.0], [1490.0, 681.5, 90.0, 161.0], [1491.5, 682.5, 93.0, 163.0], [1492.0, 683.0, 94.0, 164.0], [1492.0, 682.5, 96.0, 165.0]]","[[1492.5, 683.0, 97.0, 166.0], [1493.0, 683.5, 98.0, 167.0], [1493.5, 683.5, 99.0, 169.0], [1494.0, 684.0, 100.0, 170.0], [1494.0, 684.5, 100.0, 171.0], [1494.5, 684.0, 101.0, 172.0], [1494.5, 685.0, 101.0, 174.0], [1494.0, 685.5, 102.0, 175.0], [1486.0, 686.0, 86.0, 176.0], [1487.0, 686.0, 88.0, 178.0], [1486.5, 686.5, 89.0, 179.0], [1486.5, 687.0, 91.0, 180.0], [1487.5, 688.0, 93.0, 182.0], [1487.5, 687.5, 95.0, 183.0], [1488.0, 688.0, 96.0, 184.0], [1488.0, 689.0, 98.0, 186.0]]","['../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132']","['00064.png', '00065.png', '00066.png', '00067.png', '00068.png', '00069.png', '00070.png', '00071.png', '00072.png', '00073.png', '00074.png', '00075.png', '00076.png', '00077.png', '00078.png', '00079.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
70.0,"[[1492.5, 683.0, 97.0, 166.0], [1493.0, 683.5, 98.0, 167.0], [1493.5, 683.5, 99.0, 169.0], [1494.0, 684.0, 100.0, 170.0], [1494.0, 684.5, 100.0, 171.0], [1494.5, 684.0, 101.0, 172.0], [1494.5, 685.0, 101.0, 174.0], [1494.0, 685.5, 102.0, 175.0], [1486.0, 686.0, 86.0, 176.0], [1487.0, 686.0, 88.0, 178.0], [1486.5, 686.5, 89.0, 179.0], [1486.5, 687.0, 91.0, 180.0], [1487.5, 688.0, 93.0, 182.0], [1487.5, 687.5, 95.0, 183.0], [1488.0, 688.0, 96.0, 184.0], [1488.0, 689.0, 98.0, 186.0]]","[[1489.0, 688.5, 100.0, 187.0], [1496.5, 689.5, 87.0, 189.0], [1495.5, 690.0, 89.0, 190.0], [1495.5, 690.5, 91.0, 191.0], [1494.5, 690.5, 93.0, 193.0], [1493.5, 691.0, 95.0, 194.0], [1492.5, 692.0, 97.0, 196.0], [1492.5, 692.5, 99.0, 197.0], [1491.5, 692.5, 101.0, 199.0], [1490.5, 693.0, 103.0, 200.0], [1489.5, 694.0, 105.0, 202.0], [1489.5, 693.5, 107.0, 203.0], [1488.5, 694.5, 109.0, 205.0], [1487.5, 695.0, 111.0, 206.0], [1486.5, 695.5, 113.0, 207.0], [1486.5, 695.5, 115.0, 209.0]]","['../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132']","['00080.png', '00081.png', '00082.png', '00083.png', '00084.png', '00085.png', '00086.png', '00087.png', '00088.png', '00089.png', '00090.png', '00091.png', '00092.png', '00093.png', '00094.png', '00095.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
70.0,"[[1489.0, 688.5, 100.0, 187.0], [1496.5, 689.5, 87.0, 189.0], [1495.5, 690.0, 89.0, 190.0], [1495.5, 690.5, 91.0, 191.0], [1494.5, 690.5, 93.0, 193.0], [1493.5, 691.0, 95.0, 194.0], [1492.5, 692.0, 97.0, 196.0], [1492.5, 692.5, 99.0, 197.0], [1491.5, 692.5, 101.0, 199.0], [1490.5, 693.0, 103.0, 200.0], [1489.5, 694.0, 105.0, 202.0], [1489.5, 693.5, 107.0, 203.0], [1488.5, 694.5, 109.0, 205.0], [1487.5, 695.0, 111.0, 206.0], [1486.5, 695.5, 113.0, 207.0], [1486.5, 695.5, 115.0, 209.0]]","[[1485.5, 696.0, 117.0, 210.0], [1484.5, 697.0, 117.0, 212.0], [1483.5, 698.0, 117.0, 214.0], [1483.0, 697.5, 118.0, 215.0], [1482.0, 698.5, 118.0, 217.0], [1480.5, 699.0, 119.0, 218.0], [1479.5, 700.0, 119.0, 220.0], [1478.5, 700.0, 119.0, 222.0], [1478.0, 700.5, 120.0, 223.0], [1477.0, 701.5, 120.0, 225.0], [1475.0, 702.5, 120.0, 227.0], [1474.5, 702.0, 121.0, 228.0], [1473.5, 703.0, 121.0, 230.0], [1471.5, 704.0, 121.0, 232.0], [1470.5, 704.5, 121.0, 233.0], [1470.0, 705.5, 122.0, 235.0]]","['../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132']","['00096.png', '00097.png', '00098.png', '00099.png', '00100.png', '00101.png', '00102.png', '00103.png', '00104.png', '00105.png', '00106.png', '00107.png', '00108.png', '00109.png', '00110.png', '00111.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
70.0,"[[1485.5, 696.0, 117.0, 210.0], [1484.5, 697.0, 117.0, 212.0], [1483.5, 698.0, 117.0, 214.0], [1483.0, 697.5, 118.0, 215.0], [1482.0, 698.5, 118.0, 217.0], [1480.5, 699.0, 119.0, 218.0], [1479.5, 700.0, 119.0, 220.0], [1478.5, 700.0, 119.0, 222.0], [1478.0, 700.5, 120.0, 223.0], [1477.0, 701.5, 120.0, 225.0], [1475.0, 702.5, 120.0, 227.0], [1474.5, 702.0, 121.0, 228.0], [1473.5, 703.0, 121.0, 230.0], [1471.5, 704.0, 121.0, 232.0], [1470.5, 704.5, 121.0, 233.0], [1470.0, 705.5, 122.0, 235.0]]","[[1468.0, 705.5, 122.0, 237.0], [1467.0, 706.5, 122.0, 239.0], [1465.0, 707.0, 122.0, 240.0], [1464.0, 708.0, 122.0, 242.0], [1463.0, 709.0, 122.0, 244.0], [1461.5, 709.0, 123.0, 246.0], [1460.5, 710.0, 123.0, 248.0], [1458.5, 711.0, 123.0, 250.0], [1456.5, 711.5, 123.0, 251.0], [1455.5, 712.5, 123.0, 253.0], [1453.5, 712.5, 123.0, 255.0], [1452.5, 713.5, 123.0, 257.0], [1450.5, 714.5, 123.0, 259.0], [1449.0, 716.5, 130.0, 261.0], [1448.0, 719.0, 136.0, 262.0], [1446.5, 721.0, 143.0, 264.0]]","['../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132']","['00112.png', '00113.png', '00114.png', '00115.png', '00116.png', '00117.png', '00118.png', '00119.png', '00120.png', '00121.png', '00122.png', '00123.png', '00124.png', '00125.png', '00126.png', '00127.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]",1.0
71.0,"[[1331.5, 664.5, 35.0, 101.0], [1332.5, 664.5, 39.0, 101.0], [1333.5, 664.0, 43.0, 102.0], [1334.0, 664.0, 46.0, 102.0], [1335.0, 663.0, 50.0, 102.0], [1338.5, 662.5, 51.0, 103.0], [1341.5, 662.0, 51.0, 104.0], [1344.0, 661.0, 52.0, 104.0], [1347.0, 660.5, 52.0, 105.0], [1350.5, 660.0, 53.0, 106.0], [1352.5, 660.5, 51.0, 107.0], [1354.0, 659.5, 48.0, 107.0], [1356.0, 660.0, 46.0, 108.0], [1357.5, 659.0, 43.0, 108.0], [1359.5, 659.5, 41.0, 109.0], [1360.5, 659.0, 41.0, 110.0]]","[[1362.0, 659.0, 42.0, 112.0], [1364.0, 657.5, 42.0, 113.0], [1365.5, 657.5, 43.0, 115.0], [1366.5, 657.0, 43.0, 116.0], [1367.0, 658.5, 46.0, 117.0], [1367.5, 660.0, 49.0, 118.0], [1367.5, 662.0, 51.0, 118.0], [1368.0, 663.5, 54.0, 119.0], [1368.5, 665.0, 57.0, 120.0], [1371.5, 666.5, 57.0, 121.0], [1375.0, 668.0, 58.0, 122.0], [1379.0, 669.0, 58.0, 122.0], [1382.5, 670.5, 59.0, 123.0], [1385.5, 672.0, 59.0, 124.0], [1386.5, 672.0, 55.0, 124.0], [1388.0, 672.5, 52.0, 125.0]]","['../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132']","['00000.png', '00001.png', '00002.png', '00003.png', '00004.png', '00005.png', '00006.png', '00007.png', '00008.png', '00009.png', '00010.png', '00011.png', '00012.png', '00013.png', '00014.png', '00015.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
71.0,"[[1362.0, 659.0, 42.0, 112.0], [1364.0, 657.5, 42.0, 113.0], [1365.5, 657.5, 43.0, 115.0], [1366.5, 657.0, 43.0, 116.0], [1367.0, 658.5, 46.0, 117.0], [1367.5, 660.0, 49.0, 118.0], [1367.5, 662.0, 51.0, 118.0], [1368.0, 663.5, 54.0, 119.0], [1368.5, 665.0, 57.0, 120.0], [1371.5, 666.5, 57.0, 121.0], [1375.0, 668.0, 58.0, 122.0], [1379.0, 669.0, 58.0, 122.0], [1382.5, 670.5, 59.0, 123.0], [1385.5, 672.0, 59.0, 124.0], [1386.5, 672.0, 55.0, 124.0], [1388.0, 672.5, 52.0, 125.0]]","[[1390.0, 671.5, 48.0, 125.0], [1391.5, 672.0, 45.0, 126.0], [1392.5, 672.0, 41.0, 126.0], [1394.5, 671.5, 43.0, 127.0], [1396.5, 671.5, 45.0, 129.0], [1397.5, 672.0, 47.0, 130.0], [1399.5, 672.0, 49.0, 132.0], [1401.5, 671.5, 51.0, 133.0], [1402.0, 671.0, 54.0, 134.0], [1403.5, 671.5, 57.0, 135.0], [1403.5, 670.5, 59.0, 135.0], [1405.0, 671.0, 62.0, 136.0], [1405.5, 670.5, 65.0, 137.0], [1408.5, 671.5, 65.0, 137.0], [1412.0, 673.0, 64.0, 138.0], [1415.0, 674.0, 64.0, 138.0]]","['../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132']","['00016.png', '00017.png', '00018.png', '00019.png', '00020.png', '00021.png', '00022.png', '00023.png', '00024.png', '00025.png', '00026.png', '00027.png', '00028.png', '00029.png', '00030.png', '00031.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
71.0,"[[1390.0, 671.5, 48.0, 125.0], [1391.5, 672.0, 45.0, 126.0], [1392.5, 672.0, 41.0, 126.0], [1394.5, 671.5, 43.0, 127.0], [1396.5, 671.5, 45.0, 129.0], [1397.5, 672.0, 47.0, 130.0], [1399.5, 672.0, 49.0, 132.0], [1401.5, 671.5, 51.0, 133.0], [1402.0, 671.0, 54.0, 134.0], [1403.5, 671.5, 57.0, 135.0], [1403.5, 670.5, 59.0, 135.0], [1405.0, 671.0, 62.0, 136.0], [1405.5, 670.5, 65.0, 137.0], [1408.5, 671.5, 65.0, 137.0], [1412.0, 673.0, 64.0, 138.0], [1415.0, 674.0, 64.0, 138.0]]","[[1418.5, 675.5, 63.0, 139.0], [1421.5, 676.5, 63.0, 139.0], [1422.0, 676.0, 60.0, 140.0], [1422.5, 676.0, 57.0, 142.0], [1423.5, 676.5, 53.0, 143.0], [1424.0, 676.5, 50.0, 145.0], [1424.5, 676.0, 47.0, 146.0], [1425.5, 675.0, 51.0, 146.0], [1427.0, 674.5, 54.0, 147.0], [1428.0, 673.5, 58.0, 147.0], [1429.5, 673.0, 61.0, 148.0], [1430.5, 672.0, 65.0, 148.0], [1432.5, 672.5, 67.0, 149.0], [1434.0, 673.0, 68.0, 150.0], [1435.0, 675.0, 70.0, 152.0], [1436.5, 675.5, 71.0, 153.0]]","['../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132', '../JAAD/images/video_0132']","['00032.png', '00033.png', '00034.png', '00035.png', '00036.png', '00037.png', '00038.png', '00039.png', '00040.png', '00041.png', '00042.png', '00043.png', '00044.png', '00045.png', '00046.png', '00047.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
